,인덱스,분류,주소,위도,경도
271,268.0,부속기관,"경남 거창군 거창읍 대동리 930-2번지,931-4번지 4,5층",35.68638544864477,127.91615425376307
272,269.0,부속기관,경남 사천시 동금동 140-4외 1필지 2층,34.93496882806698,128.07705809658944
273,270.0,부속기관,경남 진주시 옥봉동  807-9번지 3층,35.19125338277169,128.0903770853076
274,271.0,부속기관,경남 함양군 지곡면 함양로 1745,35.55603692685662,127.76833940897667
275,272.0,부속기관,경북 경산시 진량읍 내리리 94-11,35.896843681629086,128.8509243692784
276,273.0,부속기관,경북 김천시 평화동 245-69 외 1필지. 제1.2동 제2층 제2-1호,36.12464853922349,128.1115963714504
277,274.0,부속기관,경북 김천시 평화동 245-69 외 1필지. 제1.2동 제2층 제2-2호,36.12464853922349,128.1115963714504
278,275.0,부속기관,경북 울진군 울진읍 읍내8길 17-3번지 401호 전부,36.994895719068275,129.4020790496477
279,276.0,부속기관,경북 포항시 남구 해도동 33-72번지 3층,36.02638610854722,129.36797609557897
280,277.0,부속기관,경북 포항시 북구 장성동 1365-2 장성리치프라자 6층 제601호,36.069644924262306,129.3788611878106
281,278.0,부속기관,경북 포항시 북구 죽도동 156-79번지 4층,36.03494793224585,129.36438548721785
282,279.0,부속기관,경북 포항시 북구 학산동 136번지 2층,36.04955599370446,129.37034335539656
283,280.0,부속기관,"경북 포항시 북구 학산동 145-8번지 3,4층",36.049669755581476,129.3702402563265
284,281.0,부속기관,경남 거창군 거창읍 거창대로 53 4층,35.686284316364635,127.9161796099394
286,283.0,부속기관,경남 김해시 부원동 601-12 4층,35.22933125196167,128.88208332022802
287,284.0,부속기관,경남 창녕군 창녕읍 옥만길 9    3층,35.541048886839945,128.49750923455056
288,285.0,부속기관,"경남 창원시 마산합포구 해안대로 15 경민파라다이스201 504-1,2호",35.18055446084143,128.56060186738938
289,286.0,부속기관,경남 창원시 마산회원구 3.15대로 763 3층,35.23999707593412,128.58331915165618
290,287.0,부속기관,"경남 창원시 마산회원구 양덕북17길 48 대상아파트 제102동 상가 2층 213, 214, 215호",35.23571978700538,128.58346009275763
291,288.0,부속기관,경상북도 경주시 황성동 1146번지,35.85326395786671,129.21791233480556
292,289.0,부속기관,광주 광산구 쌍암동 663-10번지 4층,35.22084748676645,126.84279827028605
293,290.0,부속기관,광주 광산구 우산동 1578-5번지 3층,35.163633632873,126.80583083513577
294,291.0,부속기관,광주 광산구 월계동 769-3번지 4층,35.213375729083246,126.8390125938053
295,292.0,부속기관,광주 광산구 월계동 772-5번지 2층,35.21286308596015,126.8358241935026
296,293.0,부속기관,광주 광산구 월곡동 495-6번지 2층,35.17567469753732,126.8074269253875
297,294.0,부속기관,광주 동구 장동로 23-3 4층,35.148294673574874,126.9243529438296
298,295.0,부속기관,광주 북구 각화동 503-57번지 3층,35.18163328754922,126.92891991843793
299,296.0,부속기관,광주 북구 문흥동 740-1번지 4층,35.1775200254502,126.91832306445244
300,297.0,부속기관,광주 북구 오치동 866-10번지 2층,35.18513906546518,126.90459156190198
301,298.0,부속기관,광주 북구 오치동 869-18번지 3층,35.18493632717113,126.9035378075529
302,299.0,부속기관,광주 북구 오치동 911-13번지 2층,35.191345715461296,126.90223020799536
303,300.0,부속기관,광주 북구 오치동 922-23번지 2층,35.189498091015096,126.90468308798435
304,301.0,부속기관,광주 북구 오치동 922-23번지 3층,35.189498091015096,126.90468308798435
305,302.0,부속기관,광주 북구 오치동 951-4번지외 1필지 2층,35.1873242318816,126.90494913206835
306,303.0,부속기관,광주 북구 오치동 971-3번지 2층,35.18703528317289,126.90429509877711
307,304.0,부속기관,광주 북구 오치동 989-18번지 2층,35.18436927980911,126.90687170196692
308,305.0,부속기관,광주 북구 오치동 989-18번지 3층,35.18436927980911,126.90687170196692
309,306.0,부속기관,광주 북구 오치동 990-7번지 2층,35.18506246619549,126.90810935290396
310,307.0,부속기관,광주 북구 오치동 994-2번지 3층,35.18238731798418,126.9082089768682
311,308.0,부속기관,광주 북구 용봉동 1149-44번지 2층,35.18176521584908,126.90112625155645
312,309.0,부속기관,광주 북구 용봉동 1205-2 엔에시스템 2층,35.182478373137855,126.90473080784292
313,310.0,부속기관,"광주 북구 용봉동 1223-12 2,3층",35.1814591128057,126.9015657665857
314,311.0,부속기관,광주 서구 농성동 114-3번지 푸른빌 201호,35.151893223026015,126.89154862147616
315,312.0,부속기관,광주광역시 광산구 신가동 992-3번지 301호,35.18570022339631,126.83872903432179
316,313.0,부속기관,광주광역시 광산구 월곡동 495-6번지 3층,35.17567469753732,126.8074269253875
317,314.0,부속기관,광주광역시 남구 월산동 964-1번지 3층,35.14484374942823,126.89062301554611
318,315.0,부속기관,광주광역시 북구 오치동 946-28번지 3층,35.18921520170344,126.9025885008349
319,316.0,부속기관,광주광역시 북구 오치동 971-3번지 3층,35.18703528317289,126.90429509877711
320,317.0,부속기관,광주광역시 북구 오치동 971-3번지 4층,35.18703528317289,126.90429509877711
321,318.0,부속기관,광주광역시 북구 오치동 977-23번지 3층,35.18548612414886,126.90579007946282
322,319.0,부속기관,"광주광역시 북구 운암동 396-31,32번지 2층",35.17254897398198,126.88782400823487
323,320.0,부속기관,광주광역시 서구 화정동 784-26 6층,35.15238098637927,126.87749597001557
324,321.0,부속기관,광주시 광산구 우산동 1573-4 5층,35.163888850792695,126.8031212949263
325,322.0,부속기관,광주시 남구 백운동 634-20번지 2층,35.13398284267438,126.90173705081133
326,323.0,부속기관,광주시 남구 송하동 43-28번지 금호타운 제상가2동 제지하 1층 제지 101호,35.10963330344446,126.89519807052314
327,324.0,부속기관,광주시 남구 주월동 398-56외 1필지 3층 4층,35.128069589186595,126.89702204723645
328,325.0,부속기관,광주시 북구 오치동 923-13번지 3층,35.19072822930973,126.90556443171634
329,326.0,부속기관,광주시 북구 오치동 964-19번지 2층,35.18757098752623,126.91181318490112
330,327.0,부속기관,광주시 북구 오치동 969-2번지 2층,35.18697171676625,126.9059947766734
331,328.0,부속기관,광주시 북구 오치동 993-4번지 2층,35.18250957536523,126.90777847240678
332,329.0,부속기관,광주시 북구 오치동 993-5번지 2층,35.18246641389736,126.90791465759116
333,330.0,부속기관,광주시 북구 오치동 993-5번지 3층,35.18246641389736,126.90791465759116
334,331.0,부속기관,대구광역시 남구 대명동 1200-12(2층),35.83753069072327,128.56119948286707
335,332.0,부속기관,대구광역시 수성구 신매동 567-48 (3층),35.83862004849866,128.70893875325066
336,333.0,부속기관,대전 대덕구 덕암동 49-2 1층,36.4397915130815,127.42494892614319
338,335.0,부속기관,"대전 중구 용두동 19-16번지 2,3층",36.32333373325009,127.41200327872737
339,336.0,부속기관,"대전 중구 용두동 19-8,12",36.32363305708987,127.41196476278698
340,337.0,부속기관,"부산광역시 금정구 금강로 231, 3층",35.22896758959676,129.08418458584995
341,338.0,부속기관,"부산광역시 기장군 기장읍 교리 242외 2필지 3층, 4층 부분",35.255617051993056,129.2167339874128
342,339.0,부속기관,"부산광역시 기장군 정관읍 구연로 5, 2층",35.322225088364064,129.18020556059656
343,340.0,부속기관,"부산광역시 기장군 정관읍 달산리 1221-3,1221-4 신영빌딩 501호 601호",35.320811272021075,129.1894251665064
344,341.0,부속기관,부산광역시 동래구 수안동 192-3번지 3층,35.201237635288045,129.0843802749917
345,342.0,부속기관,"부산광역시 북구 만덕대로39번길 34, 3층",35.212709612309936,129.00901388233876
347,344.0,부속기관,"부산시 부산진구 범일로 190, 3층, 6층중앙",35.14694457973592,129.0599541555336
348,345.0,부속기관,서울시 강북구 수유동 569-18 세화빌딩3층 ,37.64710563957488,127.01067401759437
349,346.0,부속기관,서울시 관악구 남현동 1056-29 301호,37.47625670946375,126.97608233101637
351,348.0,부속기관,서울시 관악구 신림동1668-15 이화빌딩 3층,37.48017722307699,126.90382687416327
352,349.0,부속기관,"서울시 금천구 시흥대로71길34, 보광빌딩302호",37.45541718704338,126.89918850164614
353,350.0,부속기관,"서울시 노원구 공릉동 653-10, 2층 좌측",37.61928563522717,127.07964696474095
354,351.0,부속기관,서울시 노원구 상계동 708-2 이화빌딩 제4층,37.65452281848904,127.05871519975709
355,352.0,부속기관,서울시 노원구 상계동763-7 동일빌딩 503호,37.64849176742979,127.06198750338318
356,353.0,부속기관,서울시 서초구 방배동 941-2번지 2층,37.48615539934893,126.99011326860584
357,354.0,부속기관,서울시 서초구 잠원동 22-1 원창빌딩 2층,37.514777651261795,127.01767260573915
358,355.0,부속기관,"서울시 송파구 송이로 23길 4, 티제이빌딩 2층 전체",37.4948340609802,127.12405074371237
359,356.0,부속기관,서울시 송파구 올림픽로 12길 4-23(잠실동 180-6) 4층 전부,37.51111433556831,127.08159946536537
360,357.0,부속기관,서울시 영등포구 여의도동 53 우정상가 제5층 제501호,37.519333349461164,126.93279839158359
361,358.0,부속기관,서울시 은평구 녹번동 197외1필지 5층 일부,37.601836993525794,126.9286655996911
362,359.0,부속기관,"서울시 은평구 수색동 154-2번지 흥남빌딩 3층 305,6호",37.58147295843335,126.89716208728268
363,360.0,부속기관,서울시 은평구 응암동 103-1 2층 203호,37.60012488306248,126.9225839292108
364,361.0,부속기관,서울시 은평구 응암동 109-17 4층 전체,37.59918692100399,126.92117620105554
365,362.0,부속기관,서울시 종로구 동숭동 1-41 우성빌딩 4층,37.583326908675424,127.00307040572154
367,364.0,부속기관,서울특별시 강동구 천호동 550번지 광천빌딩 2층 전체,37.54036926942156,127.12879699687723
368,365.0,부속기관,서울특별시 광진구 중곡동 132-9번지 3층,37.55582034418947,127.08395240830474
370,367.0,부속기관,서울특별시 서초구 양재동 17-1외 1필지 제2층 201호,37.481972390800735,127.03872614800804
371,368.0,부속기관,서울특별시 용산구 갈월동 70-3 2층 전체,37.54699174380301,126.97151522055238
372,369.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 203호,37.31735435720588,126.84230667427875
373,370.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 411호,37.31735435720588,126.84230667427875
374,371.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩412호,37.31735435720588,126.84230667427875
375,372.0,부속기관,울산광역시 동구 방어동 901-14,35.48821435700579,129.41581069016226
376,373.0,부속기관,울산광역시 북구 상안동 357-2 지팝프라자 제4층 401호,35.62926632390626,129.34361124914696
377,374.0,부속기관,울산광역시 중구 성남동 254-8외 1필지 3층,35.55338566846704,129.32152605399529
378,375.0,부속기관,"인천광역시 강화군 강화읍 용정리 1076-4 1,2층",37.73826858408601,126.51352771957258
379,376.0,부속기관,인천광역시 남동구 간석동 49-28 3층,37.46540110958954,126.71444049165939
380,377.0,부속기관,인천광역시 부평구 산곡동 369-256외 2필지 2층,37.49220642355062,126.70505707148253
381,378.0,부속기관,인천광역시 중구 운서동 2796-1 제5층 501호,37.49370411619179,126.48904243012653
382,379.0,부속기관,전남 고흥군 도양읍 남촌길 24 [봉암리 2691-7] 2층,34.52996276924265,127.1368041712096
383,380.0,부속기관,전남 고흥군 서문리 217-9번지 3층,34.60724811481749,127.27915991203001
384,381.0,부속기관,"전남 광양시 광양읍 칠성리 436-3번지 2,3층",34.974316609445815,127.58296556182536
385,382.0,부속기관,"전남 구례군 구례읍 봉동리 376번지 2,3층",35.2091110153681,127.46583814437908
386,383.0,부속기관,전남 나주시 빛가람동 256-2 포스빌딩 3층,35.02148610421033,126.7980942522721
387,384.0,부속기관,전남 나주시 송월동 1092-4번지 2층,35.01745101167396,126.7120728394048
390,387.0,부속기관,전남 영광군 영광읍 남천리 154외 1필지 2층,35.27539985977826,126.50886348325564
391,388.0,부속기관,전남 장흥군 장흥읍 건산리 739-22번지 2층,34.67926428387551,126.90645871686044
392,389.0,부속기관,전남 해남군 해남읍 해리 622-13번지 2층,34.56860415307037,126.60104592647036
393,390.0,부속기관,전남 화순군 화순읍 교리 101-3번지 2층,35.06262592620007,126.98344635178968
394,391.0,부속기관,전라남도 영암군 영암읍 동무리 47-12 2층,34.79914061430199,126.70151728864977
395,392.0,부속기관,전라남도 함평군 함평읍 대덕리 505번지 단층,35.074019638975116,126.50495950321299
396,393.0,부속기관,전북 군산시 동흥남동 404-8번지 (2층),35.97317063182156,126.72133946511475
397,394.0,부속기관,전북 김제시 요촌동 47-1번지 3층,35.802983938936926,126.89288334053246
398,395.0,부속기관,전북 남원시 하정동216-4번지 3층,35.409161487484624,127.37727381306445
399,396.0,부속기관,전북 부안군 부안읍 봉덕리 574-94 부안프라자 6층,35.72696656218052,126.7374658329231
400,397.0,부속기관,전북 완주군 봉동읍 낙평리 1217-8 1층 주건축물제1동,35.927130055748776,127.16165484253662
401,398.0,부속기관,전북 임실군 임실읍 이도리 763-14,35.61558636522674,127.28014329857322
402,399.0,부속기관,전북 전주시 완산구 서신동 780-3 (4층),35.83096253340957,127.12237408449047
403,400.0,부속기관,전북 전주시 완산구 중앙동1가 54-1번지 2층,35.816026290434685,127.14252096457399
404,401.0,부속기관,충남 계룡시 금암동 서금암2길 16 우리빌딩 4층,36.27293686879963,127.25537976466556
405,402.0,부속기관,충남 공주시 번영2로 10번지 2층 우측,36.468778576694554,127.13204491510311
406,403.0,부속기관,"충남 논산시 중앙로 410번길 6, 5층",36.200648050291555,127.08895783134234
407,404.0,부속기관,충남 논산시 화지동 41-4 2층,36.20778139798755,127.0847802679101
408,405.0,부속기관,"충남 당진시 읍내동 640-18,21,23 3층",36.891334989989396,126.62886458720565
409,406.0,부속기관,충남 보령시 동대동 1874번지 2층,36.34515206712518,126.60370450036481
410,407.0,부속기관,"충남 서산시 동문동 194-5, 194-14 (이디야 2층)",36.779219910011115,126.46512516851121
411,408.0,부속기관,충남 서산시 동문동 208-1,36.780547648040184,126.46062608880264
412,409.0,부속기관,충남 서산시 동문동 426-4 3층(대사동 5로 3),36.783955418563124,126.4578060074568
413,410.0,부속기관,충남 서산시 동문동 436-52(학동9로 4),36.786515540908475,126.45960735324947
414,411.0,부속기관,"충남 서천군 서천읍 충절로 49번길 33-5번지 1,2층",36.07653285254475,126.68860290358045
415,412.0,부속기관,충남 아산시 모종동 592-17 2층 ,36.780706314033274,127.01390889112017
416,413.0,부속기관,"충남 아산시 온천동 131-37, 2층(202호)",36.779398589853095,127.00527847790785
417,414.0,부속기관,충남 아산시 온천동 1331-1 3층,36.78664726982965,126.9985166886738
418,415.0,부속기관,"충북 음성군 금왕읍 무극리 186번지 1,2층",36.99552502367937,127.59602772899164
419,416.0,부속기관,충북 제천시 동현동 58-26번지 2층,37.133681881310736,128.2185857162182
420,417.0,부속기관,충북 제천시 중앙동 중앙로 2가 84-4번지 3층,37.1394610055961,128.2127811242675
421,418.0,부속기관,충북 충주시 사직로 191 황금타운 지하2층 201호,36.96956863823934,127.9323172405049
422,419.0,부속기관,"충남 보령시 동대동 1354외1필지 상가 2,3층",36.351617797879925,126.60884093614561
423,420.0,부속기관,전북 전주시 덕진구 덕진동2가 200-10 송정빌딩 3층,35.84617019558531,127.1207458771138
424,421.0,부속기관,강원도 철원군 갈말읍 신철원리 885-5 5필지 다동 401호,38.137847079647834,127.30544818646666
425,422.0,부속기관,경기도 포천시 소흘읍 솔모루로109번길 13 (송우리) 메가프라자 3층 306호(송우리 222-61),37.83101698025107,127.14748906248194
426,423.0,부속기관,"경기도 포천시 소흘읍 송우로 53 (송우리, 우덕프라자) 5층 501호",37.828658322278585,127.14307256092017
427,424.0,부속기관,경기도 포천시 선단동 526-7 2층,37.849216989046944,127.16330496085703
428,425.0,부속기관,"경기도 용인시 기흥구 구갈동 581 아트프라자 703,4호",37.27129836128368,127.12650622888745
430,427.0,부속기관,경기도 화성시 진안동 524-1 메트로프라자 501호,37.21105096372812,127.03833040037313
431,428.0,부속기관,경북 구미시 원평동 1021 2층,36.12837861766912,128.34118855635447
432,429.0,부속기관,서울시 노원구 상계동 764-1 하라프라자 4층 408호,37.64674352287554,127.06262512856716
433,430.0,부속기관,서울시 노원구 상계동 764-1 하라프라자 5층 501호,37.64674352287554,127.06262512856716
434,431.0,부속기관,서울시 노원구 상계동 764-1 하라프라자 5층 502호,37.64674352287554,127.06262512856716
435,432.0,부속기관,서울시 동대문구 제기동 1138번지 정우빌딩5층,37.5784629402834,127.03716398235473
436,433.0,부속기관,"성남시 중원구 광명로 110 지하,2층,3층",37.43576656379423,127.14087047380096
437,434.0,부속기관,충북 청주시 상당구 북문로 2가 133-2번지,36.639771665974415,127.48757171756138
438,435.0,부속기관,경남 진주시 상대동 292-21 8필지 한보프라자 제1동 제4층 401호,35.17964477887113,128.1034962377436
439,436.0,부속기관,경남 진주시 상대동 292-21외 8필지 한보프라자 제1동 제4층 402호,35.17964477887113,128.1034962377436
440,437.0,부속기관,강원도 강릉시 강릉대로 359번길 5-15 수전빌딩 3층,37.76660077889496,128.90443318801576
441,438.0,부속기관,강원도 동해시 천곡동 160-1번지 가나빌딩 A라인 1층,37.52908985244395,129.1052779774306
442,439.0,부속기관,강원도 동해시 평릉동 159-1 1층,37.52954155291971,129.1054083173793
443,440.0,부속기관,강원도 동해시 평릉동 159-1 1호,37.52954155291971,129.1054083173793
444,441.0,부속기관,강원도 동해시 평릉동 159-1번지 일성빌딩 1층,37.52954155291971,129.1054083173793
447,444.0,부속기관,강원도 원주시 소초면 장양리 794-1번지,37.410672371688385,127.95713444984884
448,445.0,부속기관,"강원도 원주시 우산동 231-12번지 정우빌딩 지하1층,지상3,4,5,6층",37.3666521600715,127.93842753990121
449,446.0,부속기관,강원도 원주시 우산동 93-17 2층,37.36534951486767,127.93999168010129
450,447.0,부속기관,"강원도 원주시 학성동 203-7번지 2층,3층",37.35278738239837,127.94885061120924
451,448.0,부속기관,강원도 춘천시 석사동 678-1 4층,37.858545085604696,127.74558709032571
452,449.0,부속기관,"강원도 춘천시 효자동 615, 4층",37.87495593683257,127.74052874885773
453,450.0,부속기관,경기도 가평군 청평면 청평리 301-4 1층 104호,37.74143690754265,127.42279482579977
454,451.0,부속기관,경기도 가평군 청평면 청평리 301-4 5층 508호,37.74143690754265,127.42279482579977
455,452.0,부속기관,"경기도 가평군 청평면 청평리 301-4 6층 602, 608호",37.74143690754265,127.42279482579977
456,453.0,부속기관,"경기도 가평군 청평면 청평리 317-4번지 2층,3층",37.73959096599304,127.42200377464927
457,454.0,부속기관,경기도 고양시 덕양구 화정동 967-1 (805호),37.63589799222081,126.83255872008965
458,455.0,부속기관,"경기도 고양시 덕양구 화정동 967-1,2번지 한솔타워 609호",37.63589799222081,126.83255872008965
459,456.0,부속기관,"경기도 고양시 덕양구 화정동 967-1번지 한솔타워 10층 1001,2,5~8호",37.63589799222081,126.83255872008965
460,457.0,부속기관,경기도 고양시 덕양구 화정동 967-1번지 한솔타워 10층 1003호,37.63589799222081,126.83255872008965
461,458.0,부속기관,경기도 고양시 덕양구 화정동 967-1번지 한솔타워 10층 1004호,37.63589799222081,126.83255872008965
462,459.0,부속기관,경기도 고양시 덕양구 화정동 967-1번지 한솔타워 614호,37.63589799222081,126.83255872008965
463,460.0,부속기관,경기도 김포시 사우동 253-3 유림회관 3층 306호,37.616595092106834,126.71572083140768
464,461.0,부속기관,경기도 김포시 사우동 253-3 유림회관 4층 404호,37.616595092106834,126.71572083140768
465,462.0,부속기관,경기도 부천시 원미구 중동 1146 하이베라스 4층 408호,37.501993515545756,126.77105996674223
466,463.0,부속기관,경기도 성남시 분당구 이매동 91-1 미래빌딩 2층 전체,37.398148945686714,127.12995363038338
467,464.0,부속기관,경기도 수원시 장안구 파장동 209-1 115호,37.30997350099626,126.99440490274482
468,465.0,부속기관,경기도 수원시 장안구 파장동 209-1 205호,37.30997350099626,126.99440490274482
469,466.0,부속기관,경기도 수원시 장안구 파장동 209-1 대영프라자 1층 122호,37.30997350099626,126.99440490274482
470,467.0,부속기관,"경기도 수원시 장안구 파장동 209-1 대영프라자 제203호, 204호",37.30997350099626,126.99440490274482
471,468.0,부속기관,경기도 수원시 팔달구 매산로 46 4층 전체,37.26832746947427,127.00638120993798
472,469.0,부속기관,경기도 용인시 기흥구 구갈동 581 아트프라자 601호,37.27129836128368,127.12650622888745
473,470.0,부속기관,경기도 의정부시 호원동 455-3 다메오상가 2층 211호,37.7115775756479,127.04804517640935
474,471.0,부속기관,"경기도 의정부시 호원동 85-19 3층,4층(전체)",37.713589189694105,127.04644507740569
475,472.0,부속기관,경기도 화성시 진안동 524-1 매트로프라자 1층 107호,37.21105096372812,127.03833040037313
476,473.0,부속기관,"경북 구미시 원평동 1024 지하, 1층 주차장",36.127686874080304,128.3411590134054
477,474.0,부속기관,경북 구미시 원평동 1025-6번지 3층,36.127319855203154,128.34013528616808
478,475.0,부속기관,경북 구미시 원평동 1037-39번지 4층,36.124931894817315,128.34318703131987
479,476.0,부속기관,경북 포항시 북구 장성동 1365-2외 3릴지 장성리치프라자 3층 104호,36.069644924262306,129.3788611878106
480,477.0,부속기관,경북 포항시 북구 장성동 1365-2외 3필지 장성리치프라자 1층 102호,36.069644924262306,129.3788611878106
481,478.0,부속기관,경북 포항시 북구 장성동 1365-2외 3필지 장성리치프라자 1층 114호,36.069644924262306,129.3788611878106
482,479.0,부속기관,경북 포항시 북구 장성동 1365-5번지 2층,36.06948898027327,129.37909176146485
483,480.0,부속기관,경남 창원시 마산합포구 산호동2길 23 2층,35.217335290031016,128.58781197169478
484,481.0,부속기관,경남 창원시 마산합포구 산호북2길 1 2층,35.21673617551884,128.58704035160076
485,482.0,부속기관,경남 창원시 마산합포구 합포로 196 2층,35.21468182756413,128.58700474990778
486,483.0,부속기관,경남 창원시 마산합포구 합포로 218 3층,35.21664614165076,128.58758330224
487,484.0,부속기관,경남 창원시 마산합포구 합포로 220 3층,35.21680122957008,128.5875775371465
488,485.0,부속기관,과천시 별양동 1-11 벽산상가 (5층),37.42803307704717,126.99295900673037
489,486.0,부속기관,과천시 별양동 1-11번지 벽산빌딩 305-1호,37.42803307704717,126.99295900673037
490,487.0,부속기관,과천시 별양동 1-13 제일쇼핑 4층 ,37.427333890403965,126.99300426430092
491,488.0,부속기관,광주 북구 오치1동 463-12번지 2층,35.18264362822926,126.90863905640175
492,489.0,부속기관,광주광역시 남구 송하동 45-1 삼익아파트 상가 에이동 201호,35.10894746168339,126.89427317556465
493,490.0,부속기관,광주광역시 남구 송하동 45-1외 4필지 삼익아파트 102동 603호,35.10894746168339,126.89427317556465
494,491.0,부속기관,광주광역시 남구 송하동 45-2 삼익상가 B동 1층 101호,35.10986622109659,126.89354803515559
495,492.0,부속기관,광주광역시 남구 주월동 398-51번지 4층,35.12835814455871,126.89716211889676
496,493.0,부속기관,광주광역시 북구 오치동 995-7번지 1층,35.18223234145135,126.90828380635924
497,494.0,부속기관,대구광역시 남구 대명4동 3047-2(2층),35.84657166667897,128.56668945085207
498,495.0,부속기관,대구광역시 남구 대명동 1610-24외 1필지 (1층),35.840158851077724,128.56643050546802
499,496.0,부속기관,대구광역시 남구 대명동 1625-10(1층),35.8405647103869,128.56820041512947
500,497.0,부속기관,대구광역시 남구 대명동 1679-1 상경빌딩(지하),35.843761924403076,128.58030958279383
501,498.0,부속기관,"대구광역시 남구 대명동 1683-13,14/2필지 (지하)",35.84111736566225,128.5802172707437
502,499.0,부속기관,대구광역시 남구 대명동 780-1(3층),35.83987627136199,128.5767352330618
503,500.0,부속기관,"대구광역시 남구 대명동 784-6(4,5층 전부)",35.84041809503981,128.57939326849393
504,501.0,부속기관,대전광역시 서구 탄방동 628번지 건형빌딩 501호,36.34406244632546,127.38334148152225
505,502.0,부속기관,대전시  동구 용전동 134-1번지 외2필지 3층,36.35124422592357,127.43260863466968
506,503.0,부속기관,대전시 서구 둔산동 1081번지 향촌월드프라자 403호,36.35188719926688,127.3757284974559
509,506.0,부속기관,"서울시 강서구 화곡동 1032, 2층 남측",37.54409361809751,126.83731313418565
510,507.0,부속기관,서울시 관악구 신림동 1419-17번지 105호,37.48615734206989,126.93109138421524
511,508.0,부속기관,서울시 노원구 상계동 764-1 하라프라자 4층 406호,37.64674352287554,127.06262512856716
512,509.0,부속기관,서울시 노원구 상계동 767-6 주공1단지유치원상가 2층,37.647246067612954,127.0595389184037
513,510.0,부속기관,서울시 노원구 상계동764-1하라프라자 2층 211호,37.64674352287554,127.06262512856716
514,511.0,부속기관,서울시 노원구 상계동764-1하라프라자403호,37.64674352287554,127.06262512856716
515,512.0,부속기관,서울시 마포구 양화로 7길 6-16 지하 102호,37.551686412347365,126.91583042026207
516,513.0,부속기관,서울시 성동구 행당동 128-22 칠성빌딩 3층 301호,37.55797739585398,127.03874281332686
517,514.0,부속기관,"서울특별시 구로구 개봉동 178-13, 4층",37.49627477746442,126.85908379841305
518,515.0,부속기관,성남시 중원구 광명로 81 3층 301호,37.43478591601931,127.13810712751558
519,516.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 304호,37.31735435720588,126.84230667427875
520,517.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 314호,37.31735435720588,126.84230667427875
521,518.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 315호,37.31735435720588,126.84230667427875
522,519.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 410호,37.31735435720588,126.84230667427875
523,520.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 413-2호,37.31735435720588,126.84230667427875
524,521.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 414호,37.31735435720588,126.84230667427875
525,522.0,부속기관,안산시 단원구 고잔동 542-2 우진빌딩 415호,37.31735435720588,126.84230667427875
526,523.0,부속기관,인천광역시 남구 주안동 1580-17 2층,37.456890707863444,126.69239243064092
527,524.0,부속기관,인천광역시 남동구 만수동 981-1 제2층 202호,37.4498541257584,126.73171837422358
528,525.0,부속기관,인천광역시 부평구 산곡동 366-11 2층,37.494712377021685,126.70264537108375
529,526.0,부속기관,인천광역시 연수구 연수동 592번지 브랫슬 빌딩 403-1호,37.41708558902809,126.67810490123713
530,527.0,부속기관,전남 목포시 대안동 1-11번지 3층,34.79377866851592,126.38594290727629
531,528.0,부속기관,전남 목포시 용당1동 964-43번지2층,34.80547154799783,126.39096189894394
532,529.0,부속기관,전남 여수시 선원동 1269-6번지 3층,34.776064437223624,127.65285604239213
533,530.0,부속기관,전남 여수시 선원동 1269-6번지 3층,34.776064437223624,127.65285604239213
534,531.0,부속기관,전북 군산시 금광동 165-4번지 (2층),35.982757284874964,126.70816812897235
535,532.0,부속기관,전북 군산시 나운동 837-23번지(2층),35.964702014249184,126.69443034938753
536,533.0,부속기관,창원시 성산구 남산동 601-1 창남상가 105호,35.20395447348238,128.69336021776772
537,534.0,부속기관,창원시 성산구 남산동 601-1 창남상가 1층 106호,35.20395447348238,128.69336021776772
538,535.0,부속기관,창원시 성산구 남산동 601-25번지 대운상가 제2층 206호,35.20081173513594,128.69794152881283
539,536.0,부속기관,창원시 성산구 남산동 601-38 남경상가 107호,35.203054682050606,128.69403107214308
540,537.0,부속기관,창원시 성산구 남산동 601-38 남경상가 301호,35.203054682050606,128.69403107214308
541,538.0,부속기관,창원시 성산구 남산동 601-38 남경상가 303호,35.203054682050606,128.69403107214308
542,539.0,부속기관,"창원시 성산구 남산동 601-4 한양상가 2-2,2-2-1호",35.202060311685564,128.69682123611634
543,540.0,부속기관,충북 충주시 성서동 141번지 2층,36.972113929825454,127.93084796352136
544,541.0,부속기관,충북 충주시 성서동 586번지 4층,36.970136470725585,127.93390081282337
545,542.0,부속기관,강원도 원주시 명륜동 310-2번지 1층,37.34001236313761,127.93877302029338
546,543.0,부속기관,강원도 춘천시 퇴계동 1082 3층,37.86216037921012,127.73225963723934
547,544.0,부속기관,"경기도 김포시 사우동 251-4 창대빌딩 2,3층",37.61682804132368,126.7166759092963
548,545.0,부속기관,"경기도 고양시 일산서구 주엽동 114번지 남수빌딩 4층 401호,402호",37.67033207596923,126.75889624681464
